Universitas,Prodi,Rank,text
universitas muhammadiyah sukabumi,ilmu hukum,999.0,Legal studies
sekolah tinggi theologia nazarene indonesia,teologi,999.0,theology
universitas andalas,ilmu komunikasi,24.0,Communication Studies
stai assunnah deli serdang sumatera utara,komunikasi penyiaran islam,999.0,Islamic broadcasting communication
universitas bosowa,arsitektur,999.0,architecture
universitas ibnu chaldun,ilmu komunikasi,999.0,Communication Studies
universitas pancasakti tegal,ilmu hukum,999.0,Legal studies
universitas surakarta,sastra inggris,999.0,English literature
sekolah tinggi ilmu dakwah sirnarasa,bimbingan penyuluhan islam,999.0,Islamic counseling guidance
universitas nusa putra,desain komunikasi visual,999.0,visual communication design
stt gereja protestan indonesia papua,teologi,999.0,theology
universitas ahmad dahlan,pendidikan bahasa inggris,999.0,English language education
universitas aisyiyah bandung,perdagangan internasional,999.0,international trade
universitas pattimura,pemanfaatan sumber daya perikanan,999.0,utilization of fisheries resources
universitas negeri malang,bahasa dan sastra inggris,22.0,English language and literature
universitas nahdlatul ulama al ghazali cilacap,sistem informasi,999.0,information Systems
universitas darma agung,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas nusa cendana,pendidikan teknik mesin,999.0,Mechanical Engineering Education
universitas garut,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
universitas madura,teknik industri,999.0,industrial Engineering
universitas mataram,arsitektur,999.0,architecture
sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah batang,pendidikan guru sekolah dasar,999.0,primary teacher education
stmik itmi medan,teknik informatika,999.0,Informatics Engineering
akademi perdagangan bandung,manajemen perdagangan,999.0,Trade Management
universitas negeri surabaya,manajemen pendidikan,999.0,Educational management
universitas triatma mulya,pendidikan jasmani k jembrana,999.0,physical education k jembrana
universitas sriwijaya,agribisnis,999.0,agribusiness
universitas katolik santo thomas,teknologi hasil pertanian,999.0,Agricultural Product Technology
stai yamisa soreang,hukum ekonomi syariah,999.0,Islamic economic law
universitas sriwijaya,agroekoteknologi,999.0,Agroecotechnology
sekolah tinggi ilmu administrasi mataram,ilmu administrasi niaga,999.0,Commerce Administration Science
universitas palembang,ilmu hukum,999.0,Legal studies
universitas pekalongan,agroteknologi,999.0,agrotechnology
universitas hasanuddin,ilmu gizi,11.0,Nutrition Science
universitas majalengka,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas jenderal soedirman,pendidikan bahasa inggris,999.0,English language education
institut agama islam negeri fattahul muluk papua,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas negeri makassar,administrasi kesehatan,999.0,Health administration
stmik ppkia pradnya paramita,sistem informasi,999.0,information Systems
universitas samawa,pendidikan fisika,999.0,Physics Education
sekolah tinggi farmasi muhammadiyah cirebon,farmasi,999.0,Pharmacy
universitas kusuma husada surakarta,administrasi kesehatan,999.0,Health administration
universitas tanjungpura,keperawatan,999.0,nursing
institut pendidikan tapanuli selatan,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
sekolah tinggi keguruan dan ilmu pendidikan persada khatulistiwa,pendidikan komputer,999.0,Computer education
universitas pendidikan indonesia,pendidikan guru pendidikan anak usia dini,17.0,Teacher Education Early Childhood Education
institut agama islam alfalah assunniyah kencong jember,bimbingan dan konseling pendidikan islam,999.0,Islamic education guidance and counseling
universitas cokroaminoto palopo,pendidikan bahasa indonesia,999.0,Indonesian Language Education
universitas muhammadiyah mataram,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas tanjungpura,bimbingan dan konseling,999.0,guidance and counseling
universitas katolik widya mandala surabaya,bimbingan dan konseling,999.0,guidance and counseling
sekolah tinggi ilmu tarbiyah muhammadiyah sibolga,pendidikan agama islam,999.0,Islamic Religious Education
universitas wiralodra,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
akademi kebidanan jember,kebidanan,999.0,midwifery
akademi kesehatan john paul ii pekanbaru,analis kesehatan,999.0,Health analyst
politeknik kesehatan kementerian kesehatan surabaya,keperawatan,999.0,nursing
universitas katolik widya mandala surabaya,farmasi,999.0,Pharmacy
universitas sebelas maret,farmasi,13.0,Pharmacy
universitas widya gama mahakam samarinda,kesehatan masyarakat,999.0,public health
universitas aisyiyah surakarta,administrasi rumah sakit,999.0,hospital administration
universitas jenderal achmad yani yogyakarta,rekam medis dan informasi kesehatan,999.0,medical records and health information
universitas muhammadiyah metro,fisioterapi,999.0,physiotherapy
universitas qamarul huda badaruddin bagu,kebidanan,999.0,midwifery
universitas pelita harapan,pendidikan biologi,999.0,Biology Education
universitas muhammadiyah sidoarjo,pendidikan agama islam,999.0,Islamic Religious Education
stpak st yohanes penginjil ambon,pendidikan keagamaan katolik,999.0,Catholic religious education
universitas negeri makassar,pendidikan seni rupa,999.0,Fine Arts Education
universitas tamansiswa,pendidikan matematika,999.0,Mathematics education
sekolah tinggi keguruan dan ilmu pendidikan pamane talino,pendidikan bahasa inggris,999.0,English language education
universitas simalungun,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas pgri banyuwangi,pendidikan matematika,999.0,Mathematics education
universitas nusantara pgri kediri,pendidikan matematika,999.0,Mathematics education
universitas oso,manajemen,999.0,management
universitas muhammadiyah maluku utara,akuntansi,999.0,accountancy
universitas jember,akuntansi,999.0,accountancy
universitas negeri malang,akuntansi,22.0,accountancy
institut teknologi dan bisnis haji agus salim bukittinggi,manajemen,999.0,management
institut agama islam negeri pontianak,ekonomi syariah,999.0,Islamic economy
universitas darussalam gontor,ekonomi islam,999.0,Islamic economy
politeknik negeri semarang,manajemen pemasaran,999.0,marketing Management
sekolah tinggi ilmu ekonomi satya dharma,akuntansi,999.0,accountancy
universitas pradita,akuntansi,999.0,accountancy
universitas prasetiya mulya,akuntansi,999.0,accountancy
sekolah tinggi ilmu ekonomi nu trate,manajemen,999.0,management
sekolah tinggi ilmu ekonomi bukit zaitun sorong,akuntansi,999.0,accountancy
universitas mahaputra muhammad yamin,manajemen,999.0,management
sekolah tinggi ilmu ekonomi pembangunan tanjungpinang,manajemen,999.0,management
universitas putra bangsa,manajemen,999.0,management
universitas airlangga,perpajakan,4.0,taxation
universitas islam negeri walisongo semarang,perbankan syariah,999.0,Shariah banking
sekolah tinggi ilmu ekonomi kbp,akuntansi,999.0,accountancy
universitas pancasakti tegal,akuntansi,999.0,accountancy
universitas islam negeri sultan aji muhammad idris,perbankan syariah,999.0,Shariah banking
universitas pancasila,manajemen,999.0,management
universitas pelita harapan,akuntansi,999.0,accountancy
universitas pancasila,akuntansi,999.0,accountancy
universitas pembangunan nasional veteran jawa timur,manajemen,999.0,management
universitas krisnadwipayana,akuntansi,999.0,accountancy
politeknik negeri malang,akuntansi manajemen,999.0,Management Accounting
sekolah tinggi ilmu ekonomi widya praja,manajemen,999.0,management
institut teknologi dan bisnis palcomtech,informatika,999.0,Informatics
universitas negeri malang,pendidikan fisika,22.0,Physics Education
universitas tadulako,peternakan,999.0,farm
universitas singaperbangsa karawang,hubungan internasional,999.0,International Relations
universitas iqra buru,budidaya perairan,999.0,aquaculture
universitas logistik dan bisnis internasional,akuntansi,999.0,accountancy
universitas tadulako,sistem informasi,999.0,information Systems
universitas ibrahimy,psikologi,999.0,psychology
institut teknologi dan bisnis muhammadiyah polewali mandar,kewirausahaan,999.0,entrepreneurship
universitas palangka raya,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
politeknik negeri medan,teknologi rekayasa perangkat lunak,999.0,software engineering technology
iisip yapis biak,administrasi perkantoran,999.0,office administration
universitas nahdlatul ulama sumatera utara,ilmu komputer,999.0,computer Science
stai nida el adabi parung panjang bogor,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi ilmu ekonomi widya darma,akuntansi,999.0,accountancy
universitas sari mulia,teknik industri,999.0,industrial Engineering
universitas bosowa,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
sekolah tinggi ilmu ekonomi tribuana,akuntansi,999.0,accountancy
universitas singaperbangsa karawang,ilmu keolahragaan,999.0,sports science
universitas papua,teknik sipil,999.0,civil Engineering
universitas citra bangsa,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas mahakarya asia,sains informasi geografi,999.0,Geographical Information Science
stmik muhammadiyah paguyangan brebes,teknik informatika,999.0,Informatics Engineering
sekolah tinggi ilmu ekonomi almadani,manajemen,999.0,management
stmik multicom bolaan mongondow,sistem informasi,999.0,information Systems
universitas airlangga,kedokteran hewan sikia banyuwangi,4.0,Veterinary Medicine Sikia Banyuwangi
akademi kebidanan panca bhakti pontianak,kebidanan,999.0,midwifery
universitas muhammadiyah gorontalo,kebidanan,999.0,midwifery
universitas muhammadiyah sumatera utara,pendidikan akuntansi,999.0,Accounting education
universitas islam negeri raden intan lampung,bimbingan dan konseling pendidikan islam,999.0,Islamic education guidance and counseling
universitas timor,pendidikan biologi,999.0,Biology Education
universitas negeri jakarta,bimbingan dan konseling,999.0,guidance and counseling
universitas negeri gorontalo,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
universitas islam negeri arraniry banda aceh,ilmu ekonomi,999.0,Economics
universitas pelita harapan,manajemen,999.0,management
universitas islam negeri sunan ampel surabaya,manajemen,999.0,management
universitas jember,agribisnis,999.0,agribusiness
universitas logistik dan bisnis internasional,teknik informatika,999.0,Informatics Engineering
universitas jember,agroteknologi,999.0,agrotechnology
universitas sulawesi tenggara,pendidikan guru sekolah dasar,999.0,primary teacher education
sekolah tinggi ilmu ekonomi almadani,akuntansi,999.0,accountancy
stai rawa aopa konawe selatan,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
stai alamin gersik kediri lombok barat,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas haji sumatera utara,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas negeri padang,manajemen pajak,21.0,Tax Management
universitas katolik indonesia santu paulus ruteng,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
universitas bina taruna gorontalo,ilmu administrasi negara,999.0,State Administration Science
universitas nuku,manajemen,999.0,management
sekolah tinggi keguruan dan ilmu pendidikan pgri papua,pendidikan biologi,999.0,Biology Education
universitas halu oleo,ilmu administrasi negara,999.0,State Administration Science
universitas nahdlatul ulama blitar,ilmu komputer,999.0,computer Science
universitas islam negeri sunan ampel,ilmu hadist,999.0,Hadith science
universitas islam negeri sunan ampel,ilmu al quran dan tafsir,999.0,Quranic science and interpretation
universitas islam negeri sumatera utara medan,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas sumatera utara,kimia,14.0,chemistry
universitas islam negeri sumatera utara medan,bimbingan konseling islam,999.0,Islamic counseling guidance
institut pendidikan nusantara global,pendidikan jasmani,999.0,physical education
universitas syiah kuala,kimia,23.0,chemistry
universitas muhammadiyah surakarta,teknik kimia,999.0,chemical Engineering
stit madina sragen,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
politeknik kesehatan kementerian kesehatan jakarta iii,fisioterapi,999.0,physiotherapy
sekolah tinggi agama islam alkhairaat halmahera selatan,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas muhammadiyah buton,pendidikan biologi,999.0,Biology Education
universitas wiralodra,bimbingan konseling islam,999.0,Islamic counseling guidance
universitas serambi mekkah,pendidikan jasmani,999.0,physical education
universitas islam negeri mahmud yunus batusangkar,tadris bahasa inggris,999.0,English Tadris
universitas darul ulum,agroteknologi,999.0,agrotechnology
universitas gunadarma,sastra inggris,999.0,English literature
universitas pembangunan nasional veteran jawa timur,agribisnis,999.0,agribusiness
sekolah tinggi manajemen informatika dan komputer amika soppeng,manajemen informatika,999.0,Informatics Management
universitas islam raden rahmat,pendidikan agama islam,999.0,Islamic Religious Education
universitas dian nuswantoro,kesehatan lingkungan,999.0,environmental Health
universitas jambi,farmasi,999.0,Pharmacy
universitas jenderal soedirman,kedokteran gigi,999.0,dentistry
universitas lancang kuning,manajemen,999.0,management
universitas halu oleo,ekonomi pembangunan,999.0,economic development
institut agama islam negeri kudus,manajemen bisnis syariah,999.0,Sharia Business Management
sekolah tinggi manajemen labora,manajemen,999.0,management
universitas pembangunan jaya,akuntansi,999.0,accountancy
institut ilmu sosial dan manajemen stiami,manajemen logistik,999.0,Logistics management
universitas pgri madiun,manajemen,999.0,management
universitas panca sakti bekasi,akuntansi,999.0,accountancy
universitas sangga buana,administrasi bisnis,999.0,business Administration
universitas boyolali,manajemen,999.0,management
sekolah tinggi ilmu ekonomi pertiba,manajemen,999.0,management
institut agama islam negeri madura,ekonomi syariah,999.0,Islamic economy
sekolah tinggi ilmu ekonomi jayakarta,akuntansi,999.0,accountancy
universitas triatma mulya,pengelolaan perhotelan,999.0,Hospitality management
stai alhamidiyah jakarta,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi keguruan dan ilmu pendidikan annur nanggroe aceh darussalam,pendidikan bahasa inggris,999.0,English language education
politeknik borneo medistra,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan abdi persada banjarmasin,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan muhammadiyah bojonegoro,administrasi rumah sakit,999.0,hospital administration
universitas airlangga,kesehatan masyarakat sikia banyuwangi,4.0,Sikia Banyuwangi Community Health
universitas aisyah pringsewu,keperawatan,999.0,nursing
universitas muhammadiyah aceh,fisioterapi,999.0,physiotherapy
universitas muhammadiyah tasikmalaya,kebidanan,999.0,midwifery
sekolah tinggi ilmu kesehatan binalita sudama,optometri,999.0,optometry
universitas muhammadiyah gorontalo,keperawatan,999.0,nursing
institut pendidikan tapanuli selatan,pendidikan matematika,999.0,Mathematics education
universitas pgri madiun,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
sekolah tinggi ilmu kesehatan surya global,kesehatan masyarakat,999.0,public health
universitas sains dan teknologi jayapura,analis kesehatan,999.0,Health analyst
universitas sains dan teknologi jayapura,farmasi,999.0,Pharmacy
universitas pgri ronggolawe,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
sekolah tinggi agama islam assunnah,pendidikan bahasa arab,999.0,Arabic education
sekolah tinggi agama islam aceh tamiang,pendidikan agama islam,999.0,Islamic Religious Education
universitas tama jagakarsa,pendidikan bahasa inggris,999.0,English language education
universitas muhammadiyah bengkulu,pendidikan ekonomi,999.0,Economic Education
universitas katolik widya mandala surabaya,teknologi pangan,999.0,Food Technology
politeknik gorontalo,teknologi hasil pertanian,999.0,Agricultural Product Technology
universitas kristen wira wacana sumba,teknik informatika,999.0,Informatics Engineering
universitas kahuripan kediri,manajemen,999.0,management
sekolah tinggi ilmu dakwah dan komunikasi islam nahdlatul ulama indramayu,manajemen dakwah,999.0,Da'wah management
institut daarul quran jakarta,ilmu hadis,999.0,Hadith science
universitas mulia,akuntansi,999.0,accountancy
universitas singaperbangsa karawang,pendidikan jasmani kesehatan rekreasi,999.0,Recreational Health Physical Education
stkip sinar cendekia,pendidikan matematika,999.0,Mathematics education
politeknik seruyan,budi daya ikan,999.0,fish cultivation
universitas mayjen sungkono,akuntansi,999.0,accountancy
universitas islam negeri sunan ampel,bahasa dan sastra arab,999.0,Arabic language and literature
universitas prisma,sistem informasi,999.0,information Systems
sekolah tinggi ilmu ekonomi gempol,akuntansi,999.0,accountancy
sekolah tinggi teologi injili humble bengkayang,teologi,999.0,theology
institut agama islam sukabumi,ilmu alquran dan tafsir,999.0,Quranic science and interpretation
stai baitul arqom alislami ciparay bandung,pendidikan agama islam,999.0,Islamic Religious Education
stt ekumene jakarta,pendidikan kristen untuk anak usia dini,999.0,Christian education for early childhood
universitas dharmawangsa,rekayasa perangkat lunak,999.0,software engineering
universitas kristen palangka raya,ilmu pemerintahan,999.0,public administration
sekolah tinggi ilmu tarbiyah fatahillah,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
politeknik negeri medan,teknologi rekayasa multimedia grafis,999.0,Graphic Multimedia Engineering Technology
uin datokarama palu,perbankan syariah,999.0,Shariah banking
stkip modern ngawi,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
stai nurul hidayah,pendidikan agama islam,999.0,Islamic Religious Education
universitas merdeka malang,manajemen,999.0,management
universitas nahdlatul ulama kalimantan barat,agribisnis,999.0,agribusiness
universitas oso,hukum,999.0,law
politeknik pertanian negeri pangkajene kepulauan,teknologi pakan ternak,999.0,Animal feed technology
universitas nahdlatul ulama sidoarjo,desain komunikasi visual,999.0,visual communication design
universitas primagraha,hukum,999.0,law
universitas mataram,budidaya perairan k bima,999.0,Aquaculture K Bima
universitas sultan ageng tirtayasa,agroekoteknologi,999.0,Agroecotechnology
universitas pejuang republik indonesia,kesehatan masyarakat,999.0,public health
universitas maritim raja ali haji,teknologi hasil perikanan,999.0,Fishery Product Technology
universitas lambung mangkurat,ilmu pemerintahan,999.0,public administration
universitas wijaya putra,agribisnis,999.0,agribusiness
politeknik negeri manado,konstruksi bangunan gedung,999.0,building construction
institut pertanian bogor,ilmu dan teknologi kelautan,5.0,Marine Sciences and Technology
universitas muhammadiyah sumatera utara,teknologi hasil pertanian,999.0,Agricultural Product Technology
universitas negeri makassar,geografi,999.0,geography
universitas muhammadiyah kendari,teknologi hasil perikanan,999.0,Fishery Product Technology
universitas tangerang raya,akuntansi,999.0,accountancy
universitas nahdlatul ulama kalimantan timur,teknik industri,999.0,industrial Engineering
institut teknologi dan bisnis indonesia,sistem informasi,999.0,information Systems
universitas muhammadiyah lamongan,pendidikan guru sekolah dasar,999.0,primary teacher education
sekolah tinggi agama islam mambaul ulum jambi,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
institut agama islam negeri bone,bimbingan penyuluhan islam,999.0,Islamic counseling guidance
institut agama kristen negeri tarutung,kepemimpinan kristen,999.0,Christian leadership
institut agama islam alamanah jeneponto,ekonomi syariah,999.0,Islamic economy
universitas sultan ageng tirtayasa,agribisnis,999.0,agribusiness
universitas islam negeri sumatera utara medan,pengembangan masyarakat islam,999.0,Islamic community development
politeknik negeri lhokseumawe,teknologi telekomunikasi,999.0,telecommunications technology
universitas pembangunan jaya,desain komunikasi visual,999.0,visual communication design
universitas pohuwato,agroteknologi,999.0,agrotechnology
sekolah tinggi ilmu tarbiyah darul ulum kotabaru,pendidikan agama islam,999.0,Islamic Religious Education
universitas muhammadiyah enrekang,pendidikan bahasa inggris,999.0,English language education
sekolah tinggi agama islam alkhairaat halmahera selatan,pendidikan agama islam,999.0,Islamic Religious Education
universitas veteran bangun nusantara,pendidikan geografi,999.0,Geographical Education
universitas bung hatta,pendidikan matematika,999.0,Mathematics education
sekolah tinggi keguruan dan ilmu pendidikan alwashliyah,pendidikan geografi,999.0,Geographical Education
universitas primagraha,pendidikan jasmani,999.0,physical education
universitas teknologi sumbawa,bioteknologi,999.0,Biotechnology
universitas teknologi sumbawa,informatika,999.0,Informatics
stai alhamidiyah jakarta,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas kadiri,hukum,999.0,law
universitas lambung mangkurat,kedokteran,999.0,medical
universitas kh a wahab hasbullah,pendidikan biologi,999.0,Biology Education
universitas negeri makassar,pendidikan fisika,999.0,Physics Education
universitas cenderawasih,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas pgri sumatera barat,pendidikan informatika,999.0,Informatics Education
universitas muhammadiyah sidoarjo,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas tanjungpura,pendidikan geografi,999.0,Geographical Education
universitas timor,pendidikan bahasa inggris,999.0,English language education
universitas negeri padang,pendidikan sejarah,21.0,Historical Education
universitas pasir pengaraian,pendidikan biologi,999.0,Biology Education
universitas muhammadiyah sumatera utara,pendidikan bahasa indonesia,999.0,Indonesian Language Education
sekolah tinggi keguruan dan ilmu pendidikan pgri banjarmasin,pendidikan biologi,999.0,Biology Education
universitas negeri makassar,pendidikan administrasi perkantoran,999.0,Office Administration Education
universitas serambi mekkah,pendidikan biologi,999.0,Biology Education
universitas syiah kuala,teknik pertanian,23.0,Agricultural Engineering
politeknik pembangunan pertanian yogyakarta magelang,penyuluhan peternakan dan kesejahteraan hewan,999.0,counseling of animal husbandry and animal welfare
universitas sam ratulangi,ilmu hukum,999.0,Legal studies
universitas wiralodra,ilmu hukum,999.0,Legal studies
universitas lancang kuning,ilmu hukum,999.0,Legal studies
universitas brawijaya,pemanfaatan sumber daya perikanan,9.0,utilization of fisheries resources
universitas brawijaya,agrobisnis perikanan,9.0,Agribusiness Fisheries
universitas wiralodra,agribisnis,999.0,agribusiness
universitas indonesia,sastra indonesia,1.0,Indonesian Literature
stai darunnajah bogor,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas bosowa,pendidikan matematika,999.0,Mathematics education
universitas negeri makassar,mesin otomotif,999.0,automotive engine
universitas halmahera,pendidikan guru sekolah dasar,999.0,primary teacher education
uin datokarama palu,tadris ilmu pengetahuan alam,999.0,Tadris Natural Sciences
stai maarif sarolangun,hukum keluarga islam,999.0,Islamic family law
universitas binaniaga indonesia,akuntansi,999.0,accountancy
universitas teknologi sulawesi,teknik elektro,999.0,electrical Engineering
stai almaarif ciamis,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
institut teknologi sepuluh nopember,teknologi rekayasa konstruksi bangunan air,6.0,Water Building Construction Engineering Technology
stit alwashliyah binjai,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
sekolah tinggi ilmu tarbiyah makrifatul ilmi bengkulu selatan,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi teologi erikson tritt,pendidikan agama kristen,999.0,Christian Religious Education
stmik ganesha bandung,teknik informatika,999.0,Informatics Engineering
institut agama kristen negeri tarutung,sosiologi agama,999.0,Sociology of Religion
universitas an nuur,manajemen,999.0,management
sekolah tinggi agama islam pangeran dharma kusuma segeran indramayu,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas negeri makassar,teknik sipil bangunan gedung,999.0,building civil engineering
institut pendidikan nusantara global,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
institut ilmu sosial dan ilmu politik jakarta,komunikasi massa,999.0,mass communication
universitas halmahera,agroteknologi,999.0,agrotechnology
akademi pariwisata yasmi,perhotelan,999.0,hospitality
institut agama islam asadiyah sengkang,akidah dan filsafat islam,999.0,Islamic creed and philosophy
universitas muhammadiyah bone,pendidikan bahasa indonesia,999.0,Indonesian Language Education
stkip nahdlatul ulama indramayu,pendidikan jasmani kesehatan dan rekreasi,999.0,Health and Recreation Physical Education
universitas muhammadiyah bengkulu,pendidikan biologi,999.0,Biology Education
institut agama islam alazhaar lubuklinggau,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas jenderal achmad yani yogyakarta,teknologi bank darah,999.0,blood bank technology
universitas muhammadiyah bulukumba,pendidikan non formal,999.0,non-formal education
institut agama islam muhammadiyah bima,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas riau,pendidikan sejarah,999.0,Historical Education
universitas islam negeri sunan gunung djati,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas cokroaminoto palopo,pendidikan matematika,999.0,Mathematics education
universitas islam negeri sumatera utara medan,akuntansi syariah,999.0,Sharia Accounting
universitas cendekia abditama,perbankan syariah,999.0,Shariah banking
universitas islam indonesia,manajemen,25.0,management
institut agama islam bunga bangsa cirebon,ekonomi syariah,999.0,Islamic economy
sekolah tinggi ekonomi islam hamfara yogyakarta,perbankan syariah,999.0,Shariah banking
universitas ottow geissler,akuntansi,999.0,accountancy
universitas jambi,ekonomi pembangunan,999.0,economic development
institut agama islam qomaruddin gresik,ekonomi syariah,999.0,Islamic economy
sekolah tinggi ilmu ekonomi stmy majalengka,manajemen,999.0,management
universitas cenderawasih,ekonomi pembangunan,999.0,economic development
universitas gunung kidul,ekonomi pembangunan,999.0,economic development
universitas prasetiya mulya,ekonomi,999.0,economy
universitas tulungagung,akuntansi,999.0,accountancy
universitas cokroaminoto yogyakarta,manajemen,999.0,management
universitas islam alazhar,ekonomi pembangunan,999.0,economic development
politeknik pratama mulia,akuntansi,999.0,accountancy
universitas jabal ghafur,keuangan dan perbankan,999.0,finance and banking
universitas jember,akuntansi,999.0,accountancy
politeknik raflesia,akuntansi,999.0,accountancy
politeknik lpp yogyakarta,akuntansi,999.0,accountancy
universitas budi darma,manajemen retail,999.0,retail management
universitas jember,manajemen,999.0,management
universitas alma ata,perbankan syariah,999.0,Shariah banking
universitas mataram,akuntansi,999.0,accountancy
stimi samarinda,manajemen,999.0,management
politeknik negeri jakarta,akuntansi keuangan,999.0,Financial Accounting
stp st bonaventura delitua medan,pendidikan keagamaan katolik,999.0,Catholic religious education
universitas muhammadiyah malang,pendidikan guru sekolah dasar,999.0,primary teacher education
institut agama islam hamzanwadi nw pancor lombok timur,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas muhammadiyah malang,pendidikan matematika,999.0,Mathematics education
universitas negeri manado,pendidikan kimia,999.0,Chemical education
universitas mahasaraswati denpasar,pendidikan sejarah,999.0,Historical Education
sekolah tinggi ilmu tarbiyah misbahul ulum gumawang belitang oku timur,pendidikan agama islam,999.0,Islamic Religious Education
universitas pendidikan ganesha,pendidikan matematika,999.0,Mathematics education
universitas widya dharma,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas jember,pendidikan luar sekolah,999.0,Outside School Education
sekolah tinggi keguruan dan ilmu pendidikan persada khatulistiwa,pendidikan matematika,999.0,Mathematics education
universitas muhammadiyah sidoarjo,pendidikan bahasa arab,999.0,Arabic education
universitas pendidikan indonesia,pendidikan guru pendidikan anak usia dini,17.0,Teacher Education Early Childhood Education
sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah bogor,pendidikan bahasa inggris,999.0,English language education
universitas samawa,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas samawa,teknologi pendidikan,999.0,Educational Technology
universitas islam negeri maulana malik ibrahim,pendidikan agama islam,999.0,Islamic Religious Education
institut agama islam darud dawah wal irsyad sidenreng rappang,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas budi darma,pendidikan teknologi informasi,999.0,Information Technology Education
sekolah tinggi keguruan dan ilmu pendidikan melawi,pendidikan jasmani,999.0,physical education
universitas muhammadiyah muara bungo,pendidikan jasmani,999.0,physical education
universitas muhammadiyah muara bungo,pendidikan teknologi informasi,999.0,Information Technology Education
politeknik pariwisata nhi bandung,pengelolaan konvensi dan acara,999.0,Convention management and events
universitas muhammadiyah muara bungo,pendidikan bahasa inggris,999.0,English language education
institut teknologi bandung,rekayasa hayati,3.0,biological engineering
universitas dian nuswantoro,ilmu komunikasi,999.0,Communication Studies
institut teknologi dan sains nahdlatul ulama pekalongan,teknik industri,999.0,industrial Engineering
politeknik astra,pembuatan peralatan dan perkakas produksi,999.0,manufacture of production equipment and tools
universitas bung karno,arsitektur,999.0,architecture
universitas graha nusantara,ilmu administrasi negara,999.0,State Administration Science
sekolah tinggi ilmu pertanian yashafa,agroteknologi,999.0,agrotechnology
universitas multimedia nusantara jakarta,pjj ilmu komunikasi,999.0,PJJ COMMUNICATIONS
universitas negeri surabaya,desain komunikasi visual,999.0,visual communication design
stai darul ulum kandangan,ekonomi syariah,999.0,Islamic economy
universitas islam sumatera utara,pendidikan agama islam,999.0,Islamic Religious Education
